,Start Timestamp,End Timestamp,Start Latitude,Start Longitude,End Latitude,End Longitude,Distance,Activity,Confidence
304,2022-07-30 21:00:48+00:00,2022-07-30 21:09:37+00:00,47..6456195,-117..4079465,47..6748368,-117..3911879,4589,IN_PASSENGER_VEHICLE,HIGH
305,2022-07-31 01:24:39.163000+00:00,2022-07-31 01:43:51.698000+00:00,47..6748051,-117..3911007,47..6748660,-117..3909200,11200,IN_PASSENGER_VEHICLE,HIGH
306,2022-07-31 20:06:43.926000+00:00,2022-07-31 20:11:37.572000+00:00,47..6751869,-117..3909131,47..6953461,-117..3740840,2692,IN_PASSENGER_VEHICLE,HIGH
307,2022-07-31 20:22:51.032000+00:00,2022-07-31 20:27:43.996000+00:00,47..6953575,-117..3747259,47..6756844,-117..3904153,2845,IN_PASSENGER_VEHICLE,HIGH
308,2022-07-31 20:35:20.389000+00:00,2022-07-31 21:04:25.234000+00:00,47..6747360,-117..3926756,47..8561723,-117..2754930,25122,IN_PASSENGER_VEHICLE,HIGH
309,2022-07-31 22:23:05.422000+00:00,2022-07-31 23:00:12.734000+00:00,47..8561708,-117..2754946,48..0539772,-117..4031481,32654,IN_PASSENGER_VEHICLE,HIGH
310,2022-08-01 00:19:00+00:00,2022-08-01 03:10:02.055000+00:00,48..0560428,-117..4035475,47..6748722,-117..3911947,86058,IN_PASSENGER_VEHICLE,HIGH
311,2022-08-01 14:46:31.582000+00:00,2022-08-01 14:56:50.069000+00:00,47..6751058,-117..3912224,47..6674916,-117..4013179,1860,IN_PASSENGER_VEHICLE,HIGH
312,2022-08-02 00:00:18.063000+00:00,2022-08-02 00:11:02.080000+00:00,47..6665739,-117..4007121,47..6747260,-117..3906927,1553,IN_PASSENGER_VEHICLE,HIGH
313,2022-08-02 00:30:09.274000+00:00,2022-08-02 00:57:52.454000+00:00,47..6749829,-117..3911859,47..7088207,-117..4111691,9326,IN_PASSENGER_VEHICLE,HIGH
314,2022-08-02 01:18:32.067000+00:00,2022-08-02 01:28:28.093000+00:00,47..7091711,-117..4110738,47..6953575,-117..3740974,4183,IN_PASSENGER_VEHICLE,HIGH
315,2022-08-02 01:33:24.053000+00:00,2022-08-02 01:38:53.981000+00:00,47..6953742,-117..3743224,47..6747837,-117..3909298,2752,IN_PASSENGER_VEHICLE,HIGH
316,2022-08-02 15:48:11+00:00,2022-08-02 15:54:43.318000+00:00,47..6747381,-117..3911192,47..6676904,-117..4009042,1431,IN_PASSENGER_VEHICLE,MEDIUM
317,2022-08-02 22:58:50.872000+00:00,2022-08-02 23:05:01+00:00,47..6676698,-117..4015044,47..6694272,-117..4014089,307,WALKING,MEDIUM
318,2022-08-02 23:05:01+00:00,2022-08-02 23:14:28+00:00,47..6694272,-117..4014089,47..6572675,-117..3623357,5345,IN_PASSENGER_VEHICLE,HIGH
319,2022-08-02 23:25:37+00:00,2022-08-02 23:28:59+00:00,47..6573735,-117..3594383,47..6581061,-117..3387540,1683,IN_PASSENGER_VEHICLE,HIGH
320,2022-08-02 23:41:48+00:00,2022-08-02 23:52:57+00:00,47..6580710,-117..3392336,47..6744221,-117..3903437,5466,IN_PASSENGER_VEHICLE,HIGH
321,2022-08-03 15:48:23.250000+00:00,2022-08-03 15:56:42+00:00,47..6748694,-117..3910005,47..6676854,-117..4010864,1771,IN_PASSENGER_VEHICLE,HIGH
322,2022-08-03 22:55:52.550000+00:00,2022-08-03 23:08:57.234000+00:00,47..6668953,-117..4013728,47..6747998,-117..3908838,1823,IN_PASSENGER_VEHICLE,MEDIUM
323,2022-08-04 15:31:32+00:00,2022-08-04 15:34:37.014000+00:00,47..6747878,-117..3911855,47..6750897,-117..4106762,1477,IN_PASSENGER_VEHICLE,HIGH
324,2022-08-04 15:54:19.954000+00:00,2022-08-04 15:59:43.797000+00:00,47..6743684,-117..4108689,47..6676267,-117..4012440,1438,IN_PASSENGER_VEHICLE,HIGH
325,2022-08-04 22:53:01.338000+00:00,2022-08-04 23:08:03.507000+00:00,47..6665838,-117..4008460,47..6748844,-117..3912855,1750,IN_PASSENGER_VEHICLE,HIGH
326,2022-08-05 02:02:29+00:00,2022-08-05 02:12:46.555000+00:00,47..6748358,-117..3912804,47..7010790,-117..3782842,3965,IN_PASSENGER_VEHICLE,HIGH
327,2022-08-05 02:26:24+00:00,2022-08-05 02:28:08+00:00,47..7005688,-117..3783832,47..6899622,-117..3790175,1199,IN_PASSENGER_VEHICLE,HIGH
328,2022-08-05 02:32:57+00:00,2022-08-05 02:36:50+00:00,47..6888910,-117..3785438,47..6756751,-117..3903542,2022,IN_PASSENGER_VEHICLE,HIGH
329,2022-08-05 15:51:17.299000+00:00,2022-08-05 15:59:07.273000+00:00,47..6748517,-117..3913560,47..6669091,-117..4010413,1611,IN_PASSENGER_VEHICLE,MEDIUM
330,2022-08-05 22:58:14.288000+00:00,2022-08-06 01:28:13+00:00,47..6675660,-117..4014753,47..7404716,-117..4279796,12354,IN_PASSENGER_VEHICLE,MEDIUM
331,2022-08-06 05:24:06+00:00,2022-08-06 05:39:22+00:00,47..7405573,-117..4278316,47..6747887,-117..3911093,10719,IN_PASSENGER_VEHICLE,HIGH
332,2022-08-06 21:12:57.687000+00:00,2022-08-06 21:25:36.034000+00:00,47..6750838,-117..3912198,47..6463442,-117..3900466,4073,IN_PASSENGER_VEHICLE,HIGH
333,2022-08-06 22:14:57.053000+00:00,2022-08-06 23:33:32.456000+00:00,47..6477047,-117..3893371,48..2722885,-116..5493725,103724,IN_PASSENGER_VEHICLE,HIGH
334,2022-08-07 01:53:36.563000+00:00,2022-08-07 01:57:51.412000+00:00,48..2723074,-116..5494005,48..2646743,-116..5594198,1184,IN_PASSENGER_VEHICLE,HIGH
335,2022-08-07 05:08:28.021000+00:00,2022-08-07 06:44:37.834000+00:00,48..2652508,-116..5585077,47..6750940,-117..3912294,102919,IN_PASSENGER_VEHICLE,HIGH
336,2022-08-07 19:41:06.354000+00:00,2022-08-07 20:07:48+00:00,47..6746770,-117..3908080,47..7666289,-117..3825950,13484,IN_PASSENGER_VEHICLE,HIGH
337,2022-08-07 20:48:51.476000+00:00,2022-08-07 21:08:40+00:00,47..7666654,-117..3826451,47..8566000,-117..2754097,12855,IN_PASSENGER_VEHICLE,HIGH
338,2022-08-07 22:26:09.537000+00:00,2022-08-07 22:40:33.941000+00:00,47..8562018,-117..2755040,47..8011886,-117..3476598,8150,IN_PASSENGER_VEHICLE,HIGH
339,2022-08-07 22:47:06.238000+00:00,2022-08-07 23:01:55.564000+00:00,47..8012776,-117..3481759,47..7488236,-117..3989496,7166,IN_PASSENGER_VEHICLE,HIGH
340,2022-08-07 23:17:10.022000+00:00,2022-08-07 23:33:17.950000+00:00,47..7487821,-117..3991833,47..6748033,-117..3909841,8256,IN_PASSENGER_VEHICLE,HIGH
341,2022-08-08 15:47:47.301000+00:00,2022-08-08 15:55:07.960000+00:00,47..6750845,-117..3912215,47..6669631,-117..4008927,1388,IN_PASSENGER_VEHICLE,MEDIUM
342,2022-08-09 00:01:04.569000+00:00,2022-08-09 00:10:09.929000+00:00,47..6668341,-117..4016497,47..6722863,-117..3956036,1057,IN_PASSENGER_VEHICLE,HIGH
343,2022-08-09 00:15:03.118000+00:00,2022-08-09 00:19:03.955000+00:00,47..6722778,-117..3954531,47..6757143,-117..3921661,592,IN_PASSENGER_VEHICLE,HIGH
344,2022-08-09 15:45:10.456000+00:00,2022-08-09 15:53:16+00:00,47..6749158,-117..3910723,47..6675766,-117..4010605,1759,IN_PASSENGER_VEHICLE,HIGH
345,2022-08-10 00:07:17.807000+00:00,2022-08-10 00:17:40.925000+00:00,47..6668870,-117..4012108,47..6748354,-117..3910582,1417,IN_PASSENGER_VEHICLE,HIGH
346,2022-08-10 15:46:16.531000+00:00,2022-08-10 15:54:42+00:00,47..6748807,-117..3912628,47..6675712,-117..4008362,1479,IN_PASSENGER_VEHICLE,LOW
347,2022-08-11 00:02:25.941000+00:00,2022-08-11 00:12:23.564000+00:00,47..6668768,-117..4014517,47..6748523,-117..3909718,1500,IN_PASSENGER_VEHICLE,HIGH
348,2022-08-11 15:45:31+00:00,2022-08-11 15:55:30+00:00,47..6747825,-117..3911689,47..6673710,-117..4010448,1764,IN_PASSENGER_VEHICLE,HIGH
349,2022-08-11 22:00:36.963000+00:00,2022-08-11 22:08:38.769000+00:00,47..6670734,-117..4017701,47..6747506,-117..3906344,1650,IN_PASSENGER_VEHICLE,HIGH
350,2022-08-12 01:51:30+00:00,2022-08-12 02:06:42+00:00,47..6748375,-117..3912312,47..7395967,-117..4281408,10285,IN_PASSENGER_VEHICLE,HIGH
351,2022-08-12 02:20:53.475000+00:00,2022-08-12 02:31:08.176000+00:00,47..7407565,-117..4284936,47..7496843,-117..3964335,6685,IN_PASSENGER_VEHICLE,HIGH
352,2022-08-12 03:38:39.276000+00:00,2022-08-12 03:51:33.578000+00:00,47..7500572,-117..3963509,47..7404940,-117..4283652,6794,IN_PASSENGER_VEHICLE,HIGH
353,2022-08-12 06:19:12.551000+00:00,2022-08-12 07:23:31.918000+00:00,47..7407356,-117..4284813,47..6748477,-117..3912445,10912,IN_PASSENGER_VEHICLE,MEDIUM
354,2022-08-12 19:40:02+00:00,2022-08-12 19:52:17+00:00,47..6747948,-117..3912239,47..6610927,-117..4464212,5689,IN_PASSENGER_VEHICLE,HIGH
355,2022-08-12 20:05:44+00:00,2022-08-12 20:18:16+00:00,47..6617540,-117..4430971,47..6673955,-117..4010011,4265,IN_PASSENGER_VEHICLE,HIGH
356,2022-08-12 20:47:05.090000+00:00,2022-08-12 20:58:10+00:00,47..6677019,-117..4015207,47..7014174,-117..4095813,4338,IN_PASSENGER_VEHICLE,HIGH
357,2022-08-12 23:18:41.086000+00:00,2022-08-12 23:37:50+00:00,47..7021075,-117..4091216,47..6747871,-117..3906814,5661,IN_PASSENGER_VEHICLE,HIGH
358,2022-08-13 01:38:03.467000+00:00,2022-08-13 02:52:07.291000+00:00,47..6747573,-117..3909960,47..8560977,-117..2754508,26251,IN_PASSENGER_VEHICLE,HIGH
359,2022-08-13 03:20:43.385000+00:00,2022-08-13 04:13:20.389000+00:00,47..8562593,-117..2756483,47..6747751,-117..3905676,22070,IN_PASSENGER_VEHICLE,HIGH
360,2022-08-14 01:08:02.334000+00:00,2022-08-14 01:24:07+00:00,47..6748260,-117..3907931,47..6438752,-117..4103693,5487,IN_PASSENGER_VEHICLE,HIGH
361,2022-08-14 03:29:46+00:00,2022-08-14 03:41:20+00:00,47..6451787,-117..4110853,47..6748346,-117..3911600,4849,IN_PASSENGER_VEHICLE,HIGH
362,2022-08-14 21:45:44+00:00,2022-08-14 22:01:40+00:00,47..6747959,-117..3912005,47..6572662,-117..4446536,6845,IN_PASSENGER_VEHICLE,HIGH
